 


Daily Data Between Two Dates
 ARCADIA (FL)
 USC00080228

Date,TMAX,TMIN,
1959-02-12,85,63,
1959-02-13,87,62,
1959-02-14,86,60,
1959-02-15,86,59,
1959-02-16,88,62,
1959-02-17,83,59,
1959-02-18,82,64,
1959-02-19,80,67,
1959-02-20,76,54,
1959-02-21,75,47,
1959-02-22,77,48,
1959-02-23,81,49,
1959-02-24,81,53,
1959-02-25,83,54,
1959-02-26,84,68,
1959-02-27,77,64,
1959-02-28,72,65,
1959-03-01,71,57,
1959-03-02,65,44,
1959-03-03,70,41,
1959-03-04,78,48,
1959-03-05,85,63,
1959-03-06,81,63,
1959-03-07,71,41,
1959-03-08,72,48,
1959-03-09,77,56,
1959-03-10,80,47,
1959-03-11,84,51,
1959-03-12,78,57,
1959-03-13,67,34,
1959-03-14,79,40,
1959-03-15,85,60,
1959-03-16,85,64,
1959-03-17,71,M,
1959-03-18,62,50,
1959-03-19,63,57,
1959-03-20,78,61,
1959-03-21,75,60,
1959-03-22,74,61,
1959-03-23,81,54,
1959-03-24,81,60,
1959-03-25,82,58,
1959-03-26,82,51,
1959-03-27,83,60,
1959-03-28,83,65,
1959-03-29,M,61,
1959-03-30,78,68,
1959-03-31,88,61,
1959-04-01,85,63,
1959-04-02,78,65,
1959-04-03,81,55,
1959-04-04,83,53,
1959-04-05,82,54,
1959-04-06,86,59,
1959-04-07,85,58,
1959-04-08,85,59,
1959-04-09,88,60,
1959-04-10,86,59,
1959-04-11,89,62,
1959-04-12,87,65,
1959-04-13,81,69,
1959-04-14,68,52,
1959-04-15,69,50,
1959-04-16,77,61,
1959-04-17,83,60,
1959-04-18,83,64,
1959-04-19,87,69,
1959-04-20,89,70,
1959-04-21,85,70,
1959-04-22,84,62,
1959-04-23,80,60,
1959-04-24,83,54,
1959-04-25,81,53,
1959-04-26,82,51,
1959-04-27,84,53,
1959-04-28,85,58,
1959-04-29,84,61,
1959-04-30,84,65,
1959-05-01,90,61,
1959-05-02,87,64,
1959-05-03,89,57,
1959-05-04,90,50,
1959-05-05,95,61,
1959-05-06,95,65,
1959-05-07,88,53,
1959-05-08,88,60,
1959-05-09,88,61,
1959-05-10,89,62,
1959-05-11,90,65,
1959-05-12,89,69,
1959-05-13,89,68,
1959-05-14,89,69,
1959-05-15,89,68,
1959-05-16,89,68,
1959-05-17,89,68,
1959-05-18,90,66,
1959-05-19,89,70,
1959-05-20,89,70,
1959-05-21,91,69,
1959-05-22,91,68,
1959-05-23,90,67,
1959-05-24,90,68,
1959-05-25,90,67,
1959-05-26,89,70,
1959-05-27,89,68,
1959-05-28,89,70,
1959-05-29,89,72,
1959-05-30,89,68,
1959-05-31,90,73,
1959-06-01,90,72,
1959-06-02,89,71,
1959-06-03,88,72,
1959-06-04,91,70,
1959-06-05,90,69,
1959-06-06,91,65,
1959-06-07,83,71,
1959-06-08,92,70,
1959-06-09,89,69,
1959-06-10,90,71,
1959-06-11,90,70,
1959-06-12,91,64,
1959-06-13,91,67,
1959-06-14,91,69,
1959-06-15,92,71,
1959-06-16,89,72,
1959-06-17,84,69,
1959-06-18,87,69,
1959-06-19,91,73,
1959-06-20,83,73,
1959-06-21,87,73,
1959-06-22,92,72,
1959-06-23,94,71,
1959-06-24,93,71,
1959-06-25,92,70,
1959-06-26,93,70,
1959-06-27,94,71,
1959-06-28,94,71,
1959-06-29,96,72,
1959-06-30,96,72,
1959-07-01,97,67,
1959-07-02,95,72,
1959-07-03,95,73,
1959-07-04,95,72,
1959-07-05,91,72,
1959-07-06,93,70,
1959-07-07,92,72,
1959-07-08,90,70,
1959-07-09,91,72,
1959-07-10,90,69,
1959-07-11,90,70,
1959-07-12,91,71,
1959-07-13,92,70,
1959-07-14,91,69,
1959-07-15,91,69,
1959-07-16,91,70,
1959-07-17,91,69,
1959-07-18,91,70,
1959-07-19,90,70,
1959-07-20,88,70,
1959-07-21,90,72,
1959-07-22,91,72,
1959-07-23,91,69,
1959-07-24,91,72,
1959-07-25,92,71,
1959-07-26,92,74,
1959-07-27,89,72,
1959-07-28,92,71,
1959-07-29,92,74,
1959-07-30,94,71,
1959-07-31,95,73,
1959-08-01,89,72,
1959-08-02,85,72,
1959-08-03,88,73,
1959-08-04,91,70,
1959-08-05,90,71,
1959-08-06,87,71,
1959-08-07,87,74,
1959-08-08,86,73,
1959-08-09,86,74,
1959-08-10,86,73,
1959-08-11,95,69,
1959-08-12,93,73,
1959-08-13,93,71,
1959-08-14,91,72,
1959-08-15,91,74,
1959-08-16,90,69,
1959-08-17,89,70,
1959-08-18,90,72,
1959-08-19,91,73,
1959-08-20,91,74,
1959-08-21,91,73,
1959-08-22,91,70,
1959-08-23,90,72,
1959-08-24,90,70,
1959-08-25,90,73,
1959-08-26,93,72,
1959-08-27,93,72,
1959-08-28,94,73,
1959-08-29,93,73,
1959-08-30,90,73,
1959-08-31,90,71,
1959-09-01,87,72,
1959-09-02,89,71,
1959-09-03,87,71,
1959-09-04,90,76,
1959-09-05,91,68,
1959-09-06,91,67,
1959-09-07,92,72,
1959-09-08,92,68,
1959-09-09,89,70,
1959-09-10,89,71,
1959-09-11,91,70,
1959-09-12,90,68,
1959-09-13,88,72,
1959-09-14,91,72,
1959-09-15,89,72,
1959-09-16,82,61,
1959-09-17,90,67,
1959-09-18,91,71,
1959-09-19,91,70,
1959-09-20,83,71,
1959-09-21,83,68,
1959-09-22,87,70,
1959-09-23,90,71,
1959-09-24,90,70,
1959-09-25,90,72,
1959-09-26,91,69,
1959-09-27,88,67,
1959-09-28,91,73,
1959-09-29,91,70,
1959-09-30,92,63,
1959-10-01,94,66,
1959-10-02,91,67,
1959-10-03,92,69,
1959-10-04,84,72,
1959-10-05,90,73,
1959-10-06,89,73,
1959-10-07,89,70,
1959-10-08,90,70,
1959-10-09,91,70,
1959-10-10,91,71,
1959-10-11,90,70,
1959-10-12,93,70,
1959-10-13,91,71,
1959-10-14,88,69,
1959-10-15,88,69,
1959-10-16,92,70,
1959-10-17,85,73,
1959-10-18,85,71,
1959-10-19,88,68,
1959-10-20,88,70,
1959-10-21,82,73,
1959-10-22,87,72,
1959-10-23,88,69,
1959-10-24,M,71,
1959-10-25,87,61,
1959-10-26,78,53,
1959-10-27,87,53,
1959-10-28,86,61,
1959-10-29,82,71,
1959-10-30,92,71,
1959-10-31,89,72,
1959-11-01,84,M,
1959-11-02,83,63,
1959-11-03,83,58,
1959-11-04,83,60,
1959-11-05,89,62,
1959-11-06,93,67,
1959-11-07,M,66,
1959-11-08,70,56,
1959-11-09,75,57,
1959-11-10,78,54,
1959-11-11,82,56,
1959-11-12,83,64,
1959-11-13,84,63,
1959-11-14,85,60,
1959-11-15,84,61,
1959-11-16,82,63,
1959-11-17,77,66,
1959-11-18,79,62,
1959-11-19,80,62,
1959-11-20,76,62,
1959-11-21,79,66,
1959-11-22,77,62,
1959-11-23,82,61,
1959-11-24,83,64,
1959-11-25,73,57,
1959-11-26,77,42,
1959-11-27,79,55,
1959-11-28,72,M,
1959-11-29,67,38,
1959-11-30,64,29,
1959-12-01,71,43,
1959-12-02,65,52,
1959-12-03,63,39,
1959-12-04,70,41,
1959-12-05,73,43,
1959-12-06,69,42,
1959-12-07,62,39,
1959-12-08,67,36,
1959-12-09,73,35,
1959-12-10,77,50,
1959-12-11,79,53,
1959-12-12,79,53,
1959-12-13,68,55,
1959-12-14,74,38,
1959-12-15,77,52,
1959-12-16,80,56,
1959-12-17,83,60,
1959-12-18,80,59,
1959-12-19,70,56,
1959-12-20,73,46,
1959-12-21,68,53,
1959-12-22,73,51,
1959-12-23,72,53,
1959-12-24,71,55,
1959-12-25,78,56,
1959-12-26,77,55,
1959-12-27,79,57,
1959-12-28,83,61,
1959-12-29,74,56,
1959-12-30,73,44,
1959-12-31,70,49,
1960-01-01,72,50,
1960-01-02,80,54,
1960-01-03,81,59,
1960-01-04,83,61,
1960-01-05,84,62,
1960-01-06,85,65,
1960-01-07,81,64,
1960-01-08,73,53,
1960-01-09,78,46,
1960-01-10,83,51,
1960-01-11,81,50,
1960-01-12,80,49,
1960-01-13,83,49,
1960-01-14,83,47,
1960-01-15,80,49,
1960-01-16,77,55,
1960-01-17,80,42,
1960-01-18,84,56,
1960-01-19,72,51,
1960-01-20,59,33,
1960-01-21,55,34,
1960-01-22,58,30,
1960-01-23,56,29,
1960-01-24,63,26,
1960-01-25,69,37,
1960-01-26,75,41,
1960-01-27,79,45,
1960-01-28,81,46,
1960-01-29,81,49,
1960-01-30,73,51,
1960-01-31,63,44,
1960-02-01,58,47,
1960-02-02,75,40,
1960-02-03,79,55,
1960-02-04,84,52,
1960-02-05,79,43,
1960-02-06,73,55,
1960-02-07,69,43,
1960-02-08,67,39,
1960-02-09,73,39,
1960-02-10,81,50,
1960-02-11,78,64,
1960-02-12,80,63,
1960-02-13,76,65,
1960-02-14,66,49,
1960-02-15,66,32,
1960-02-16,73,31,
1960-02-17,76,56,
1960-02-18,76,M,
1960-02-19,62,44,
1960-02-20,68,31,
1960-02-21,78,44,
1960-02-22,81,M,
1960-02-23,66,50,
1960-02-24,84,51,
1960-02-25,82,63,
1960-02-26,72,54,
1960-02-27,73,41,
1960-02-28,82,53,
1960-02-29,79,63,
1960-03-01,82,57,
1960-03-02,84,58,
1960-03-03,79,58,
1960-03-04,60,36,
1960-03-05,64,32,
1960-03-06,62,37,
1960-03-07,71,36,
1960-03-08,69,42,
1960-03-09,79,41,
1960-03-10,81,50,
1960-03-11,75,52,
1960-03-12,66,49,
1960-03-13,69,40,
1960-03-14,77,48,
1960-03-15,81,57,
1960-03-16,83,60,
1960-03-17,83,66,
1960-03-18,78,52,
1960-03-19,70,49,
1960-03-20,71,54,
1960-03-21,69,44,
1960-03-22,68,35,
1960-03-23,78,41,
1960-03-24,79,50,
1960-03-25,83,51,
1960-03-26,85,51,
1960-03-27,85,50,
1960-03-28,84,58,
1960-03-29,88,63,
1960-03-30,85,67,
1960-03-31,85,67,
1960-04-01,90,61,
1960-04-02,91,64,
1960-04-03,88,69,
1960-04-04,83,67,
1960-04-05,78,67,
1960-04-06,76,46,
1960-04-07,80,50,
1960-04-08,87,55,
1960-04-09,77,52,
1960-04-10,79,53,
1960-04-11,76,42,
1960-04-12,80,51,
1960-04-13,79,50,
1960-04-14,83,52,
1960-04-15,85,62,
1960-04-16,85,63,
1960-04-17,87,60,
1960-04-18,89,57,
1960-04-19,89,56,
1960-04-20,85,64,
1960-04-21,85,61,
1960-04-22,84,63,
1960-04-23,86,59,
1960-04-24,83,64,
1960-04-25,87,64,
1960-04-26,86,67,
1960-04-27,87,65,
1960-04-28,90,60,
1960-04-29,88,63,
1960-04-30,86,61,
1960-05-01,86,62,
1960-05-02,89,66,
1960-05-03,89,63,
1960-05-04,81,67,
1960-05-05,89,65,
1960-05-06,88,64,
1960-05-07,87,57,
1960-05-08,79,67,
1960-05-09,80,49,
1960-05-10,80,50,
1960-05-11,84,55,
1960-05-12,84,53,
1960-05-13,83,51,
1960-05-14,82,45,
1960-05-15,87,49,
1960-05-16,90,55,
1960-05-17,92,58,
1960-05-18,91,58,
1960-05-19,93,59,
1960-05-20,92,58,
1960-05-21,94,68,
1960-05-22,95,63,
1960-05-23,95,66,
1960-05-24,95,64,
1960-05-25,93,64,
1960-05-26,94,65,
1960-05-27,89,67,
1960-05-28,91,67,
1960-05-29,83,70,
1960-05-30,83,68,
1960-05-31,86,66,
1960-06-01,92,68,
1960-06-02,90,67,
1960-06-03,91,61,
1960-06-04,88,66,
1960-06-05,89,69,
1960-06-06,90,69,
1960-06-07,92,67,
1960-06-08,92,65,
1960-06-09,92,69,
1960-06-10,90,69,
1960-06-11,86,61,
1960-06-12,88,55,
1960-06-13,90,67,
1960-06-14,93,62,
1960-06-15,94,65,
1960-06-16,94,69,
1960-06-17,94,69,
1960-06-18,93,68,
1960-06-19,88,70,
1960-06-20,87,71,
1960-06-21,89,71,
1960-06-22,92,73,
1960-06-23,93,67,
1960-06-24,95,70,
1960-06-25,96,68,
1960-06-26,93,70,
1960-06-27,92,69,
1960-06-28,M,69,
1960-06-29,95,68,
1960-06-30,95,67,
1960-07-01,M,M,
1960-07-02,M,M,
1960-07-03,M,M,
1960-07-04,M,M,
1960-07-05,M,M,
1960-07-06,M,M,
1960-07-07,M,M,
1960-07-08,M,M,
1960-07-09,M,M,
1960-07-10,M,M,
1960-07-11,M,M,
1960-07-12,M,M,
1960-07-13,M,M,
1960-07-14,M,M,
1960-07-15,M,M,
1960-07-16,M,M,
1960-07-17,M,M,
1960-07-18,M,M,
1960-07-19,M,M,
1960-07-20,M,M,
1960-07-21,M,M,
1960-07-22,M,M,
1960-07-23,M,M,
1960-07-24,M,M,
1960-07-25,M,M,
1960-07-26,M,M,
1960-07-27,M,M,
1960-07-28,M,M,
1960-07-29,M,M,
1960-07-30,M,M,
1960-07-31,M,M,
1960-08-01,90,73,
1960-08-02,93,72,
1960-08-03,94,74,
1960-08-04,92,74,
1960-08-05,93,74,
1960-08-06,89,70,
1960-08-07,92,70,
1960-08-08,95,72,
1960-08-09,94,74,
1960-08-10,96,73,
1960-08-11,93,73,
1960-08-12,94,72,
1960-08-13,94,70,
1960-08-14,89,73,
1960-08-15,92,73,
1960-08-16,94,74,
1960-08-17,94,74,
1960-08-18,93,73,
1960-08-19,91,66,
1960-08-20,95,66,
1960-08-21,94,71,
1960-08-22,94,71,
1960-08-23,93,71,
1960-08-24,92,71,
1960-08-25,82,70,
1960-08-26,90,70,
1960-08-27,92,69,
1960-08-28,94,71,
1960-08-29,92,71,
1960-08-30,92,73,
1960-08-31,90,69,
1960-09-01,92,69,
1960-09-02,91,71,
1960-09-03,88,69,
1960-09-04,85,70,
1960-09-05,88,71,
1960-09-06,91,70,
1960-09-07,90,63,
1960-09-08,91,71,
1960-09-09,89,73,
1960-09-10,M,M,
1960-09-11,M,M,
1960-09-12,90,71,
1960-09-13,90,72,
1960-09-14,91,68,
1960-09-15,93,72,
1960-09-16,90,72,
1960-09-17,90,73,
1960-09-18,89,74,
1960-09-19,90,72,
1960-09-20,92,73,
1960-09-21,90,74,
1960-09-22,86,74,
1960-09-23,87,72,
1960-09-24,86,73,
1960-09-25,87,73,
1960-09-26,89,72,
1960-09-27,91,71,
1960-09-28,88,71,
1960-09-29,88,73,
1960-09-30,89,73,
1960-10-01,90,69,
1960-10-02,91,70,
1960-10-03,90,69,
1960-10-04,86,68,
1960-10-05,88,66,
1960-10-06,89,68,
1960-10-07,88,71,
1960-10-08,89,71,
1960-10-09,91,71,
1960-10-10,90,70,
1960-10-11,90,70,
1960-10-12,89,67,
1960-10-13,91,63,
1960-10-14,92,62,
1960-10-15,89,65,
1960-10-16,89,64,
1960-10-17,87,64,
1960-10-18,87,63,
1960-10-19,89,63,
1960-10-20,88,63,
1960-10-21,87,62,
1960-10-22,86,62,
1960-10-23,85,61,
1960-10-24,86,57,
1960-10-25,86,56,
1960-10-26,88,56,
1960-10-27,90,56,
1960-10-28,88,50,
1960-10-29,86,55,
1960-10-30,88,55,
1960-10-31,80,55,
1960-11-01,78,71,
1960-11-02,80,50,
1960-11-03,84,50,
1960-11-04,82,49,
1960-11-05,83,49,
1960-11-06,80,48,
1960-11-07,80,47,
1960-11-08,78,46,
1960-11-09,82,54,
1960-11-10,85,55,
1960-11-11,87,54,
1960-11-12,85,63,
1960-11-13,85,63,
1960-11-14,81,58,
1960-11-15,84,58,
1960-11-16,85,62,
1960-11-17,86,63,
1960-11-18,87,64,
1960-11-19,83,61,
1960-11-20,80,54,
1960-11-21,88,54,
1960-11-22,83,59,
1960-11-23,85,57,
1960-11-24,84,55,
1960-11-25,86,63,
1960-11-26,84,63,
1960-11-27,85,60,
1960-11-28,84,62,
1960-11-29,83,59,
1960-11-30,76,59,
1960-12-01,68,40,
1960-12-02,68,40,
1960-12-03,72,45,
1960-12-04,74,47,
1960-12-05,71,47,
1960-12-06,76,53,
1960-12-07,81,60,
1960-12-08,81,57,
1960-12-09,78,58,
1960-12-10,82,54,
1960-12-11,84,61,
1960-12-12,75,53,
1960-12-13,54,30,
1960-12-14,70,31,
1960-12-15,70,45,
1960-12-16,73,44,
1960-12-17,62,28,
1960-12-18,68,32,
1960-12-19,66,37,
1960-12-20,73,31,
1960-12-21,68,48,
1960-12-22,55,29,
1960-12-23,M,31,
1960-12-24,72,M,
1960-12-25,70,44,
1960-12-26,72,44,
1960-12-27,70,49,
1960-12-28,77,52,
1960-12-29,78,53,
1960-12-30,78,56,
1960-12-31,78,56,
1961-01-01,73,58,
1961-01-02,73,48,
1961-01-03,70,44,
1961-01-04,61,34,
1961-01-05,67,38,
1961-01-06,78,48,
1961-01-07,78,50,
1961-01-08,76,52,
1961-01-09,M,54,
1961-01-10,75,46,
1961-01-11,75,50,
1961-01-12,73,57,
1961-01-13,72,60,
1961-01-14,73,59,
1961-01-15,76,56,
1961-01-16,77,51,
1961-01-17,69,41,
1961-01-18,70,36,
1961-01-19,66,34,
1961-01-20,67,42,
1961-01-21,65,33,
1961-01-22,69,25,
1961-01-23,70,30,
1961-01-24,81,41,
1961-01-25,M,45,
1961-01-26,79,50,
1961-01-27,70,57,
1961-01-28,63,39,
1961-01-29,82,48,
1961-01-30,66,45,
1961-01-31,73,42,
1961-02-01,75,40,
1961-02-02,78,55,
1961-02-03,73,56,
1961-02-04,68,51,
1961-02-05,70,43,
1961-02-06,74,49,
1961-02-07,80,63,
1961-02-08,72,56,
1961-02-09,63,41,
1961-02-10,62,45,
1961-02-11,69,39,
1961-02-12,75,36,
1961-02-13,76,40,
1961-02-14,80,43,
1961-02-15,82,44,
1961-02-16,81,53,
1961-02-17,84,54,
1961-02-18,87,56,
1961-02-19,88,63,
1961-02-20,88,66,
1961-02-21,89,63,
1961-02-22,87,65,
1961-02-23,86,65,
1961-02-24,88,63,
1961-02-25,81,61,
1961-02-26,74,44,
1961-02-27,80,40,
1961-02-28,88,53,
1961-03-01,88,M,
1961-03-02,85,58,
1961-03-03,88,58,
1961-03-04,87,64,
1961-03-05,88,62,
1961-03-06,89,68,
1961-03-07,89,58,
1961-03-08,87,64,
1961-03-09,82,51,
1961-03-10,66,38,
1961-03-11,75,33,
1961-03-12,82,46,
1961-03-13,83,58,
1961-03-14,81,54,
1961-03-15,79,52,
1961-03-16,82,44,
1961-03-17,85,59,
1961-03-18,89,61,
1961-03-19,88,63,
1961-03-20,87,63,
1961-03-21,85,63,
1961-03-22,82,58,
1961-03-23,83,45,
1961-03-24,81,50,
1961-03-25,80,48,
1961-03-26,81,49,
1961-03-27,84,54,
1961-03-28,86,58,
1961-03-29,89,60,
1961-03-30,90,52,
1961-03-31,86,64,
1961-04-01,79,64,
1961-04-02,74,56,
1961-04-03,79,45,
1961-04-04,78,55,
1961-04-05,79,40,
1961-04-06,86,48,
1961-04-07,81,67,
1961-04-08,80,59,
1961-04-09,88,63,
1961-04-10,81,68,
1961-04-11,85,48,
1961-04-12,85,67,
1961-04-13,75,56,
1961-04-14,81,43,
1961-04-15,89,59,
1961-04-16,83,66,
1961-04-17,79,47,
1961-04-18,82,44,
1961-04-19,82,50,
1961-04-20,80,50,
1961-04-21,80,50,
1961-04-22,84,47,
1961-04-23,86,52,
1961-04-24,88,57,
1961-04-25,90,57,
1961-04-26,88,58,
1961-04-27,87,64,
1961-04-28,91,67,
1961-04-29,88,53,
1961-04-30,88,54,
1961-05-01,86,61,
1961-05-02,85,64,
1961-05-03,86,63,
1961-05-04,90,58,
1961-05-05,91,62,
1961-05-06,90,64,
1961-05-07,89,61,
1961-05-08,90,63,
1961-05-09,91,60,
1961-05-10,81,62,
1961-05-11,81,56,
1961-05-12,86,56,
1961-05-13,91,60,
1961-05-14,90,63,
1961-05-15,90,58,
1961-05-16,91,59,
1961-05-17,93,62,
1961-05-18,95,65,
1961-05-19,92,63,
1961-05-20,93,61,
1961-05-21,92,64,
1961-05-22,92,58,
1961-05-23,90,58,
1961-05-24,90,63,
1961-05-25,91,64,
1961-05-26,M,68,
1961-05-27,87,67,
1961-05-28,86,64,
1961-05-29,90,69,
1961-05-30,90,62,
1961-05-31,89,62,
1961-06-01,89,61,
1961-06-02,89,52,
1961-06-03,93,59,
1961-06-04,93,65,
1961-06-05,93,61,
1961-06-06,95,62,
1961-06-07,92,65,
1961-06-08,91,67,
1961-06-09,89,67,
1961-06-10,90,68,
1961-06-11,94,73,
1961-06-12,93,68,
1961-06-13,96,70,
1961-06-14,94,69,
1961-06-15,94,68,
1961-06-16,91,68,
1961-06-17,91,71,
1961-06-18,89,68,
1961-06-19,91,63,
1961-06-20,91,68,
1961-06-21,91,73,
1961-06-22,91,68,
1961-06-23,92,69,
1961-06-24,94,66,
1961-06-25,92,68,
1961-06-26,91,70,
1961-06-27,89,67,
1961-06-28,93,65,
1961-06-29,92,67,
1961-06-30,94,68,
1961-07-01,95,66,
1961-07-02,94,69,
1961-07-03,91,69,
1961-07-04,88,66,
1961-07-05,91,67,
1961-07-06,94,68,
1961-07-07,93,67,
1961-07-08,93,67,
1961-07-09,92,69,
1961-07-10,93,62,
1961-07-11,94,66,
1961-07-12,94,67,
1961-07-13,95,69,
1961-07-14,96,70,
1961-07-15,95,71,
1961-07-16,95,67,
1961-07-17,94,72,
1961-07-18,87,70,
1961-07-19,83,69,
1961-07-20,87,70,
1961-07-21,95,68,
1961-07-22,95,67,
1961-07-23,94,68,
1961-07-24,96,69,
1961-07-25,94,70,
1961-07-26,93,68,
1961-07-27,91,65,
1961-07-28,92,69,
1961-07-29,95,69,
1961-07-30,96,67,
1961-07-31,100,69,
1961-08-01,98,71,
1961-08-02,94,64,
1961-08-03,93,67,
1961-08-04,90,71,
1961-08-05,93,68,
1961-08-06,94,68,
1961-08-07,95,65,
1961-08-08,95,69,
1961-08-09,90,70,
1961-08-10,94,71,
1961-08-11,95,70,
1961-08-12,93,68,
1961-08-13,94,69,
1961-08-14,93,69,
1961-08-15,92,70,
1961-08-16,91,70,
1961-08-17,92,69,
1961-08-18,90,68,
1961-08-19,88,72,
1961-08-20,88,71,
1961-08-21,93,67,
1961-08-22,89,70,
1961-08-23,93,67,
1961-08-24,93,69,
1961-08-25,94,69,
1961-08-26,92,70,
1961-08-27,92,72,
1961-08-28,88,75,
1961-08-29,92,74,
1961-08-30,93,71,
1961-08-31,93,73,
1961-09-01,94,67,
1961-09-02,91,70,
1961-09-03,90,72,
1961-09-04,91,70,
1961-09-05,92,68,
1961-09-06,91,72,
1961-09-07,92,72,
1961-09-08,91,73,
1961-09-09,90,71,
1961-09-10,91,69,
1961-09-11,92,68,
1961-09-12,91,71,
1961-09-13,91,72,
1961-09-14,92,68,
1961-09-15,90,70,
1961-09-16,90,68,
1961-09-17,89,68,
1961-09-18,89,69,
1961-09-19,91,71,
1961-09-20,92,68,
1961-09-21,93,71,
1961-09-22,94,71,
1961-09-23,91,64,
1961-09-24,92,65,
1961-09-25,93,64,
1961-09-26,92,62,
1961-09-27,93,63,
1961-09-28,92,63,
1961-09-29,93,64,
1961-09-30,91,68,
1961-10-01,91,66,
1961-10-02,91,65,
1961-10-03,90,63,
1961-10-04,88,59,
1961-10-05,89,66,
1961-10-06,88,60,
1961-10-07,89,60,
1961-10-08,89,63,
1961-10-09,89,62,
1961-10-10,90,64,
1961-10-11,90,69,
1961-10-12,93,72,
1961-10-13,91,63,
1961-10-14,90,66,
1961-10-15,85,63,
1961-10-16,82,54,
1961-10-17,87,56,
1961-10-18,87,63,
1961-10-19,87,64,
1961-10-20,79,54,
1961-10-21,75,42,
1961-10-22,82,42,
1961-10-23,84,43,
1961-10-24,83,48,
1961-10-25,80,60,
1961-10-26,85,59,
1961-10-27,87,61,
1961-10-28,85,62,
1961-10-29,81,59,
1961-10-30,84,60,
1961-10-31,85,60,
1961-11-01,88,56,
1961-11-02,89,55,
1961-11-03,88,53,
1961-11-04,88,58,
1961-11-05,88,60,
1961-11-06,M,64,
1961-11-07,86,65,
1961-11-08,86,64,
1961-11-09,79,41,
1961-11-10,82,47,
1961-11-11,M,51,
1961-11-12,84,58,
1961-11-13,86,64,
1961-11-14,86,62,
1961-11-15,88,54,
1961-11-16,90,56,
1961-11-17,85,56,
1961-11-18,82,56,
1961-11-19,80,47,
1961-11-20,84,55,
1961-11-21,78,56,
1961-11-22,82,48,
1961-11-23,85,59,
1961-11-24,72,49,
1961-11-25,79,41,
1961-11-26,79,54,
1961-11-27,79,48,
1961-11-28,78,51,
1961-11-29,73,45,
1961-11-30,76,47,
1961-12-01,79,50,
1961-12-02,80,49,
1961-12-03,81,52,
1961-12-04,80,55,
1961-12-05,82,49,
1961-12-06,83,49,
1961-12-07,83,54,
1961-12-08,79,56,
1961-12-09,82,49,
1961-12-10,86,60,
1961-12-11,85,62,
1961-12-12,86,60,
1961-12-13,88,61,
1961-12-14,86,62,
1961-12-15,85,57,
1961-12-16,84,63,
1961-12-17,84,59,
1961-12-18,85,63,
1961-12-19,81,66,
1961-12-20,75,61,
1961-12-21,65,45,
1961-12-22,78,45,
1961-12-23,76,49,
1961-12-24,61,49,
1961-12-25,59,34,
1961-12-26,68,24,
1961-12-27,79,39,
1961-12-28,73,55,
1961-12-29,56,31,
1961-12-30,57,23,
1961-12-31,60,34,
1962-01-01,73,54,
1962-01-02,63,35,
1962-01-03,63,27,
1962-01-04,73,27,
1962-01-05,85,47,
1962-01-06,80,62,
1962-01-07,76,55,
1962-01-08,74,58,
1962-01-09,80,39,
1962-01-10,77,53,
1962-01-11,70,49,
1962-01-12,57,39,
1962-01-13,66,29,
1962-01-14,79,48,
1962-01-15,85,58,
1962-01-16,81,59,
1962-01-17,75,47,
1962-01-18,83,49,
1962-01-19,84,52,
1962-01-20,80,57,
1962-01-21,83,59,
1962-01-22,87,60,
1962-01-23,87,58,
1962-01-24,88,59,
1962-01-25,86,60,
1962-01-26,86,55,
1962-01-27,85,64,
1962-01-28,80,60,
1962-01-29,68,49,
1962-01-30,72,37,
1962-01-31,78,40,
1962-02-01,78,44,
1962-02-02,80,37,
1962-02-03,81,50,
1962-02-04,80,49,
1962-02-05,81,49,
1962-02-06,78,55,
1962-02-07,74,43,
1962-02-08,84,46,
1962-02-09,85,54,
1962-02-10,78,64,
1962-02-11,70,45,
1962-02-12,74,38,
1962-02-13,82,49,
1962-02-14,84,59,
1962-02-15,84,51,
1962-02-16,83,50,
1962-02-17,84,61,
1962-02-18,87,53,
1962-02-19,88,56,
1962-02-20,86,62,
1962-02-21,87,54,
1962-02-22,88,60,
1962-02-23,91,62,
1962-02-24,91,65,
1962-02-25,91,65,
1962-02-26,89,56,
1962-02-27,90,58,
1962-02-28,89,56,
1962-03-01,89,59,
1962-03-02,86,61,
1962-03-03,80,60,
1962-03-04,79,54,
1962-03-05,71,44,
1962-03-06,64,40,
1962-03-07,65,40,
1962-03-08,74,26,
1962-03-09,81,36,
1962-03-10,87,53,
1962-03-11,88,58,
1962-03-12,85,64,
1962-03-13,79,63,
1962-03-14,78,56,
1962-03-15,86,57,
1962-03-16,77,54,
1962-03-17,72,39,
1962-03-18,75,37,
1962-03-19,80,38,
1962-03-20,84,46,
1962-03-21,84,58,
1962-03-22,86,67,
1962-03-23,82,57,
1962-03-24,83,55,
1962-03-25,76,57,
1962-03-26,77,65,
1962-03-27,77,52,
1962-03-28,81,37,
1962-03-29,82,51,
1962-03-30,89,57,
1962-03-31,90,63,
1962-04-01,84,65,
1962-04-02,74,54,
1962-04-03,74,47,
1962-04-04,78,49,
1962-04-05,80,55,
1962-04-06,84,60,
1962-04-07,78,64,
1962-04-08,83,62,
1962-04-09,88,65,
1962-04-10,93,63,
1962-04-11,90,67,
1962-04-12,88,63,
1962-04-13,82,67,
1962-04-14,77,56,
1962-04-15,82,44,
1962-04-16,76,56,
1962-04-17,77,35,
1962-04-18,80,46,
